"drug","n_arms","both_arms","n_signatures","min_adj_p","arms","libraries","max_combined","rank"
"mg-132",1,FALSE,1,7.7485872102908e-06,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",111.498320791165,530
"zk-164015",1,FALSE,1,8.12962263345176e-06,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",109.876746878485,531
"bentazepam",1,FALSE,1,8.47115812896705e-06,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,532
"ixabepilone",1,FALSE,1,8.61012044086142e-06,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",107.507842815501,533
"cot-10b",1,FALSE,1,8.61012044086142e-06,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,534
"docetaxel",1,FALSE,1,8.61012044086142e-06,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,535
"xl-888",1,FALSE,1,8.61012044086142e-06,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,536
"psb-36",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",137.243490953317,537
"abc-294640",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",136.258834574575,538
"iq",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",136.258834574575,539
"anthothecol",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",135.284489314345,540
"ecabet",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",135.284489314345,541
"sa-1937516",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",135.284489314345,542
"cyclohexylaminehcl",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",134.320307623654,543
"rg-2833",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",134.320307623654,544
"bavisant",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",133.366144652341,545
"chembl-1222381",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",133.366144652341,546
"u-0126",1,FALSE,1,8.69231953111394e-06,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",133.366144652341,547
"testosterone",1,FALSE,1,1.50402725209076e-05,"DOWN","Drug_Perturbations_from_GEO_up",140.205378597245,548
"ch5424802",1,FALSE,1,2.34909851479172e-05,"UP","LINCS_L1000_Chem_Pert_down",110.733316999311,549
"cpi-360",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",111.498320791165,550
"ku-c103654",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",110.683221244917,551
"fenipentol",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",109.876746878485,552
"itopride",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",109.07877334888,553
"sa-426029",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",109.07877334888,554
"1-ebio",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,555
"apramycin",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,556
"bg-1006",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,557
"lacitol",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,558
"mepireserpate",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,559
"tg-003",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",108.289178599116,560
"citco",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",107.507842815501,561
"dfci-lw11",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",107.507842815501,562
"sb-408124",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",107.507842815501,563
"skf-83959",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",107.507842815501,564
"bacampicilline",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,565
"gsk-256066",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,566
"sa-441350",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,567
"st-013960",1,FALSE,1,3.15655996390488e-05,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",106.734648371959,568
"mln-4924",1,FALSE,1,4.28055483147846e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",89.536704209485,569
"methamphetamine",1,FALSE,1,4.80085482207752e-05,"UP","Drug_Perturbations_from_GEO_down",73.1813559061623,570
"abt-751",1,FALSE,1,4.92602026987608e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",86.8981327745474,571
"fccp",1,FALSE,1,5.0128312839186e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",86.2559765855322,572
"genistein",1,FALSE,1,5.0128312839186e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",86.2559765855322,573
"razoxane",1,FALSE,1,5.0128312839186e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",86.2559765855322,574
"betaescin",1,FALSE,1,5.09169187101321e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",85.620613564451,575
"cercosporin",1,FALSE,3,5.09169187101321e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down",85.620613564451,576
"hmn-214",1,FALSE,1,5.09169187101321e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",85.620613564451,577
"indolophenanthridine",1,FALSE,1,5.09169187101321e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",85.620613564451,578
"monobenzone",1,FALSE,1,5.09169187101321e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",85.620613564451,579
"vu-0418946-1",1,FALSE,1,5.11991985965971e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.9919462035775,580
"bg-1007",1,FALSE,1,5.1948406136013e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,581
"nocodazole",1,FALSE,1,5.1948406136013e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,582
"a-23187",1,FALSE,1,5.38559576478943e-05,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.1451695514146,583
"abt-737",1,FALSE,1,5.4896490659246e-05,"UP","LINCS_L1000_Chem_Pert_down",179.431061770509,584
"coenzyme",1,FALSE,2,6.72683156919784e-05,"DOWN","Drug_Perturbations_from_GEO_up",123.890925208883,585
"rosiglitazone",1,FALSE,6,8.23905024104156e-05,"DOWN","Drug_Perturbations_from_GEO_up",101.388037886587,586
"naltrexone",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",88.8663630906381,587
"k-9944",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",88.2032238680154,588
"diperodon",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",86.2559765855322,589
"m-344",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",86.2559765855322,590
"sa-1919551",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",86.2559765855322,591
"mecillinam",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",85.620613564451,592
"pp-2",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",85.620613564451,593
"sericetin",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",85.620613564451,594
"acefylline",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.9919462035775,595
"beta-alanine",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.9919462035775,596
"nikethamide",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.9919462035775,597
"piperacetazine",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.9919462035775,598
"talniflumate",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.9919462035775,599
"budesonide",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,600
"ehpg-piperazine",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,601
"etomoxir",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,602
"pyrantel",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,603
"rabeprazole",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,604
"sr-59230a",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,605
"vu-0418000-1",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",84.3698787802165,606
"lb-42708",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.7543173192051,607
"mcpp",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.7543173192051,608
"ntzdpa",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.7543173192051,609
"rhamnetin",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.7543173192051,610
"sa-423862",1,FALSE,1,0.000116572094142516,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.7543173192051,611
"memantine",1,FALSE,1,0.000116575631267078,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.1451695514146,612
"mim-1",1,FALSE,1,0.000116575631267078,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.1451695514146,613
"vinyl-acetate",1,FALSE,1,0.000116575631267078,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",83.1451695514146,614
"gamma-tocotrienol",1,FALSE,1,0.000135987539187144,"UP","Drug_Perturbations_from_GEO_down",74.1795068369304,615
"gsk1059615",1,FALSE,2,0.000147995817227142,"UP","LINCS_L1000_Chem_Pert_down",134.330831149932,616
"ubiquinol",1,FALSE,4,0.000160624409138945,"DOWN","Drug_Perturbations_from_GEO_up",90.9567849381389,617
"acrylamide",1,FALSE,3,0.000160624409138945,"DOWN","Drug_Perturbations_from_GEO_up",81.1742786278314,618
"2,3-dimethoxy-1,4-naphtoquinone",1,FALSE,1,0.000180196562108866,"UP","Drug_Perturbations_from_GEO_down",61.4090757387672,619
"telapristone",1,FALSE,1,0.000186209970624919,"UP","Drug_Perturbations_from_GEO_down",54.9489459096411,620
"3,3',4,4'-tetrachlorobiphenyl",1,FALSE,1,0.000187477220365912,"UP","Drug_Perturbations_from_GEO_down",54.6119144879805,621
"(-)-jq1",1,FALSE,2,0.000222692423287675,"DOWN","LINCS_L1000_Chem_Pert_up",332.472392566884,622
"azd7762",1,FALSE,4,0.000228713432019922,"UP","LINCS_L1000_Chem_Pert_down",284.067601422356,623
"tofogliflozin",1,FALSE,1,0.00026320325101293,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.6527857378865,624
"albendazole",1,FALSE,1,0.000269182688385791,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,625
"cay-10618",1,FALSE,1,0.000269182688385791,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,626
"itdac-1",1,FALSE,1,0.000269182688385791,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,627
"repsox",1,FALSE,1,0.000269182688385791,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,628
"tubacin",1,FALSE,1,0.000269182688385791,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,629
"mammea-a",1,FALSE,1,0.000274783177826234,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.6352890391153,630
"ropivacaine",1,FALSE,1,0.000274783177826234,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.6352890391153,631
"skf-96365",1,FALSE,1,0.000274783177826234,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.6352890391153,632
"bd-1008",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,633
"mdivi-1",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,634
"bithionol",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,635
"rs-504393",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,636
"dolastatin-10",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,637
"epothilone",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,638
"ivermectin",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,639
"epothilone-b",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,640
"paclitaxel",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,641
"sta-5326",1,FALSE,1,0.000277460994508147,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,642
"sb-743921",1,FALSE,1,0.000280390067451965,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,643
"sulconazole",1,FALSE,1,0.000287508665030768,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,644
"ro-3306",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",69.7551563393723,645
"caroxazone",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.6527857378865,646
"bw-373u86",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,647
"enprofylline",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,648
"kitasamycin",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,649
"merimepodib",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",67.1412982919882,650
"api-001",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.6352890391153,651
"pifithrin",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.6352890391153,652
"trequinsin",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.6352890391153,653
"lixivaptan",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,654
"methylphenidate",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,655
"mizolastine",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,656
"phenserine",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,657
"ps-178990",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,658
"sa-427636",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,659
"vu-0447126-2",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",66.1346786896842,660
"badge",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,661
"fluoro-saha",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,662
"levalbuterol",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,663
"phenylbutazone",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,664
"piketoprofen",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,665
"tapentadol",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.639389415929,666
"2-aminoanthraquinone",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,667
"cortisol",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,668
"ferulic-acid",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,669
"metamizole",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,670
"omarigliptin",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,671
"sa-1922257",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,672
"zm-323881",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",65.1493448193553,673
"amcinonide",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,674
"amg-208",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,675
"bemegride",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,676
"calcipotriol",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,677
"dacinostat",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,678
"dibromomannitol",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,679
"fgfr3 galanin",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,680
"gsk-343",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,681
"l-703606",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,682
"mln-2480",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,683
"s-18986",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,684
"s-26948",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,685
"sa-102676",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,686
"sa-1919877",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,687
"vu-0415556-1",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.6644698995212,688
"bephenium",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,689
"chloropyramine",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,690
"fenbufen",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,691
"jfd02227",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,692
"pp-3",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,693
"retinol",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,694
"tropisetron",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",64.1846910205141,695
"5-bdbd",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,696
"barasertib-hqpa",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,697
"dexamethasone-acetate",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,698
"emf-bca1-60",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,699
"ku-c104123",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,700
"rutaecarpine",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,701
"sa-425929",1,FALSE,1,0.000411743856552993,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.7099358844895,702
"bas-09104376",1,FALSE,1,0.00041930526265823,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.2401334981539,703
"imperatorin",1,FALSE,1,0.00041930526265823,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.2401334981539,704
"iodophenpropit",1,FALSE,1,0.00041930526265823,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.2401334981539,705
"ran-07",1,FALSE,1,0.00041930526265823,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.2401334981539,706
"urea",1,FALSE,1,0.00041930526265823,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",63.2401334981539,707
"syk-inhibitor",1,FALSE,2,0.000449919438672366,"UP","LINCS_L1000_Chem_Pert_down",80.7722975693558,708
"zm 336372",1,FALSE,1,0.000506540993663559,"UP","LINCS_L1000_Chem_Pert_down",126.005348988765,709
"brd-k06009608",1,FALSE,1,0.000546130494483208,"UP","LINCS_L1000_Chem_Pert_down",122.537978382711,710
"nicotinamide",1,FALSE,1,0.000563299267568586,"DOWN","Drug_Perturbations_from_GEO_up",78.4143918964198,711
"ethanol",1,FALSE,5,0.000588933654305498,"DOWN","Drug_Perturbations_from_GEO_up",58.85373793832,712
"kin001-055",1,FALSE,5,0.000592496138533196,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",150.664673827987,713
"troglitazone",1,FALSE,3,0.000606245184564175,"DOWN","Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_up",97.1474889758492,714
"neocarzinostatin",1,FALSE,1,0.000672656930790181,"UP","Drug_Perturbations_from_GEO_down",44.515502504796,715
"brd-k66426634",1,FALSE,1,0.000710948891423787,"DOWN","LINCS_L1000_Chem_Pert_up",140.513270789729,716
"d-64131",1,FALSE,2,0.00110318131500262,"UP","LINCS_L1000_Chem_Pert_Consensus_Sigs; LINCS_L1000_Chem_Pert_down",71.4120039554682,717
"rituximab",1,FALSE,1,0.00112839529299149,"DOWN","Drug_Perturbations_from_GEO_up",52.1996154975292,718
"concanavalin",1,FALSE,1,0.00112839529299149,"DOWN","Drug_Perturbations_from_GEO_up",47.863940619101,719
"amoxicillin",1,FALSE,2,0.00120667739816234,"DOWN","Drug_Perturbations_from_GEO_up; LINCS_L1000_Chem_Pert_Consensus_Sigs",54.9903610557042,720
"fk-888",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",51.2105097584675,721
"emf-bca1-16",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.8133135615081,722
"oxyphenbutazone",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.4204302044389,723
"halofantrine",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.0317967001132,724
"jmv-2959",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.0317967001132,725
"jnj-26481585",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.0317967001132,726
"letermovir",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.0317967001132,727
"palovarotene",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.0317967001132,728
"st-056792",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.0317967001132,729
"viomycin",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",50.0317967001132,730
"arry-334543",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.6473512358609,731
"dithiothreitol",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.6473512358609,732
"iodoacetic-acid",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.6473512358609,733
"ml-193",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.6473512358609,734
"salicyl-alcohol",1,FALSE,1,0.00129946171795423,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",49.6473512358609,735
